id,apple,samsung,amazon,others,model,screenSize,storage,isNight,returnsAccepted,returnsDays,sellerFeedbackScore,bids,price,ram,resolution,sellerItemsSold,isPolice,sellerLifePercent,sellerYearPercent,isUsed,isBroken,deliverySpeed,startingPrice,isSold,bidCount,ruleTriggered,nobid
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.590657715726139,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,1
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.5717886889894859,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,2
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.49574079335388427,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,3
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.41912110902929317,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,4
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.28589434449474294,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,5
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.24758450233244741,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,6
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.22871547559579436,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,7
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.20984644885914133,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,8
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.09548871106124414,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,9
165804927903,0,0,1,0,kindle fire 7,7.0,8,1,1,30,21062.085954667546,0.018869026736653038,0.590657715726139,-1.0,-1,46000,1,100.0,100.0,1,0,0.0,0.018869026736653038,1,10,0,10
394371853780,0,0,1,0,kindle fire 7,7.0,32,1,0,-1,6.0,3.4261578244249997,3.4261578244249997,-1.0,-1,27,0,100.0,100.0,0,0,2.0,3.4261578244249997,1,1,0,1
225302534375,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,1.343703419125292,1.343703419125292,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,3,1,1
225302534375,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,1.2865245502263434,1.343703419125292,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,3,1,2
225302534375,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,1.257935115776869,1.343703419125292,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,3,1,3
225295354354,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,1.7725449358674064,1.7725449358674064,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,4,0,1
225295354354,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,1.7353786710830899,1.7725449358674064,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,4,0,2
225295354354,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,0.6861464267873831,1.7725449358674064,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,4,0,3
225295354354,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,240.0,0.5717886889894859,1.7725449358674064,0.5,-1,132,0,100.0,100.0,1,0,0.0,0.5717886889894859,1,4,0,4
175532653225,0,0,1,0,kindle fire 7,7.0,16,1,0,-1,2759.0,0.748471393887237,0.748471393887237,-1.0,-1,2500,0,100.0,100.0,1,0,1.0,0.49116648384196837,1,4,1,1
175532653225,0,0,1,0,kindle fire 7,7.0,16,1,0,-1,2759.0,0.7198819594377628,0.748471393887237,-1.0,-1,2500,0,100.0,100.0,1,0,1.0,0.49116648384196837,1,4,1,3
175532653225,0,0,1,0,kindle fire 7,7.0,16,1,0,-1,2759.0,0.7198819594377628,0.748471393887237,-1.0,-1,2500,0,100.0,100.0,1,0,1.0,0.49116648384196837,1,4,1,2
175532653225,0,0,1,0,kindle fire 7,7.0,16,1,0,-1,2759.0,0.6055242216398656,0.748471393887237,-1.0,-1,2500,0,100.0,100.0,1,0,1.0,0.49116648384196837,1,4,1,4
144848795660,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,75.0,2.2705728839772488,2.2705728839772488,0.5,-1,71,0,100.0,100.0,1,0,2.0,1.6879202098969623,1,4,1,1
144848795660,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,75.0,2.2133940150783,2.2705728839772488,0.5,-1,71,0,100.0,100.0,1,0,2.0,1.6879202098969623,1,4,1,2
144848795660,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,75.0,1.9395072330523364,2.2705728839772488,0.5,-1,71,0,100.0,100.0,1,0,2.0,1.6879202098969623,1,4,1,3
144848795660,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,75.0,1.8251494952544391,2.2705728839772488,0.5,-1,71,0,100.0,100.0,1,0,2.0,1.6879202098969623,1,4,1,4
125667318619,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,306.0,2.0012604114632007,2.0012604114632007,-1.0,-1,234,0,100.0,100.0,1,0,0.0,1.3151139846758175,1,3,1,1
125667318619,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,306.0,1.9440815425642521,2.0012604114632007,-1.0,-1,234,0,100.0,100.0,1,0,0.0,1.3151139846758175,1,3,1,2
125667318619,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,306.0,1.4866505913726633,2.0012604114632007,-1.0,-1,234,0,100.0,100.0,1,0,0.0,1.3151139846758175,1,3,1,3
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,2.7119937518771318,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,1
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,2.654814882978183,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,2
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,2.2785779256231016,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,3
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,1.7639681055325642,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,4
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,1.4208948921388727,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,5
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,1.1350005476441296,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,6
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,1.077821678745181,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,7
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,1.0206428098462323,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,8
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,0.7919273342504379,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,9
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,0.7347484653514894,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,11
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,0.7347484653514894,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,10
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,0.5717886889894859,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,12
334660330898,0,0,1,0,kindle fire kids 7,7.0,16,0,0,-1,546.0,0.33449638305884927,2.7119937518771318,1.0,1024x600,312,0,100.0,100.0,1,0,1.0,0.2767457254709112,1,13,1,13
175528455175,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,25.0,3.544518083045823,3.544518083045823,2.0,-1,63,0,100.0,100.0,0,0,1.0,2.0001168340852216,1,3,0,1
175528455175,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,25.0,3.487339214146875,3.544518083045823,2.0,-1,63,0,100.0,100.0,0,0,1.0,2.0001168340852216,1,3,0,2
175528455175,0,0,1,0,kindle fire 7,7.0,16,0,0,-1,25.0,3.315802607450029,3.544518083045823,2.0,-1,63,0,100.0,100.0,0,0,1.0,2.0001168340852216,1,3,0,3
234812569423,0,0,1,0,kindle fire hd,7.0,16,0,0,-1,689.0,0.9102875928712616,0.9102875928712616,-1.0,-1,841,0,100.0,100.0,1,0,2.0,0.7959298550733644,1,2,0,1
